agency,date,hectares,cause,lat,lon,response_type,altitude
PC,2023-06-02,0.0,U,51.176,-115.636,FUL,1408.0
PC,2023-06-04,0.0,H,51.151,-115.685,FUL,1443.0
PC,2023-06-06,0.0,U,51.168,-115.461,FUL,1381.0
PC,2023-07-03,0.0,H,51.409,-116.168,FUL,1558.0
PC,2023-07-04,0.1,N,51.399,-116.196,FUL,1901.0
PC,2023-04-14,1.7,H,53.64,-112.859,FUL,727.0
PC,2023-04-16,10.5,H,53.661,-112.866,FUL,716.0
PC,2023-04-30,0.3,H,53.565,-112.853,FUL,715.0
PC,2023-03-27,0.01,H,53.6772,-112.831,FUL,713.0
PC,2023-03-27,0.01,H,53.6772,-112.831,FUL,713.0
PC,2023-03-27,0.01,H,53.6773,-112.831,FUL,713.0
PC,2023-05-27,0.0,H,48.735,-123.371,FUL,0.0
PC,2023-07-10,1956.0,N,51.262,-117.357,MOD,1417.0
PC,2023-06-30,0.0,H,49.181,-107.688,FUL,789.0
PC,2023-06-07,0.0,U,53.0511,-118.147,MON,1884.0
PC,2023-07-19,0.0,H,52.845,-118.077,FUL,1063.0
PC,2023-07-21,0.1,N,52.455,-117.449,FUL,1545.0
PC,2023-07-23,1.0,N,52.935,-118.415,FUL,2014.0
PC,2023-08-25,0.0,H,53.003,-118.069,FUL,1032.0
PC,2023-09-02,2.4,N,53.062,-118.083,FUL,1040.0
PC,2023-09-17,1.5,N,52.267,-117.765,MON,2045.0
PC,2023-10-24,0.1,H,52.802,-118.074,MON,1536.0
PC,2023-05-06,0.0,N,52.845,-118.067,FUL,1061.0
PC,2023-06-02,0.1,H,53.023,-118.086,FUL,1040.0
PC,2023-06-04,0.0,U,52.878,-118.074,FUL,1045.0
PC,2023-06-04,1.7,H,52.799,-118.034,FUL,1088.0
PC,2023-06-19,0.0,H,52.799,-118.048,FUL,1168.0
PC,2023-07-04,0.1,H,53.055,-118.12,FUL,1108.0
PC,2023-07-09,0.0,H,52.933,-118.042,FUL,1035.0
PC,2023-07-09,0.0,H,53.011,-118.088,FUL,1040.0
PC,2023-05-18,307.0,N,50.674,-115.838,FUL,1230.0
PC,2023-08-07,0.0,N,50.813,-115.972,FUL,1183.0
PC,2023-08-08,0.2,N,50.816,-115.998,FUL,1147.0
PC,2023-05-18,0.0,N,50.808,-116.035,FUL,1699.0
PC,2023-07-04,0.0,N,50.624,-115.857,FUL,1510.0
PC,2023-07-09,8.0,N,50.725,-115.959,FUL,1651.0
PC,2023-07-13,0.1,N,50.741,-115.928,FUL,1142.0
PC,2023-07-19,0.2,H,51.2,-116.093,FUL,1541.0
PC,2023-08-06,0.1,N,50.842,-116.007,FUL,1158.0
PC,2023-08-07,0.1,N,50.808,-115.959,FUL,1172.0
PC,2023-08-07,0.2,N,50.659,-115.893,FUL,1768.0
PC,2023-05-16,57130.0,N,61.833,-123.936,MON,673.0
PC,2023-06-29,1400.0,N,60.968,-126.681,MON,968.0
PC,2023-04-29,40.0,H,53.908,-106.08,FUL,562.0
PC,2023-08-07,20.0,N,54.175,-106.185,MON,532.0
PC,2023-02-25,0.0,H,41.935,-82.518,FUL,174.0
PC,2023-03-30,3.1,H,41.936,-82.517,FUL,176.0
PC,2023-05-14,0.0,H,48.605,-124.729,FUL,0.0
PC,2023-06-01,0.0,U,48.788,-125.173,FUL,18.0
PC,2023-06-11,0.0,U,49.08,-125.821,FUL,21.0
PC,2023-08-03,0.2,N,48.467,-85.856,FUL,412.0
PC,2023-08-09,0.1,N,48.261,-85.743,MON,537.0
PC,2023-08-03,0.2,N,48.212,-85.757,MON,460.0
PC,2023-08-04,0.9,N,48.325,-86.161,FUL,321.0
PC,2023-08-04,0.4,N,48.271,-85.653,FUL,524.0
PC,2023-08-05,0.2,N,48.37,-86.106,MOD,381.0
PC,2023-08-05,0.1,N,48.109,-85.982,MON,306.0
PC,2023-08-05,0.1,N,48.196,-85.844,MON,461.0
PC,2023-08-05,0.1,N,48.132,-85.881,MON,418.0
PC,2023-08-05,0.1,N,48.416,-85.882,FUL,433.0
PC,2023-08-21,0.1,N,51.069,-118.137,MOD,1763.0
PC,2023-08-21,0.1,N,51.073,-118.14,MOD,1676.0
PC,2023-08-21,0.1,N,51.078,-118.136,MOD,1579.0
PC,2023-08-21,0.1,N,51.073,-118.162,MOD,1117.0
PC,2023-08-21,0.1,N,51.0564,-118.175,MOD,922.0
PC,2023-07-10,2.0,N,51.2608,-117.354,MON,1339.0
PC,2023-05-02,115.3,H,50.667,-100.061,FUL,631.0
PC,2023-07-22,1716.0,N,63.005,-108.509,MON,397.0
PC,2023-07-22,1426.0,N,63.142,-107.629,MON,419.0
PC,2023-07-22,2465.0,N,62.861,-107.333,MON,434.538
PC,2023-07-27,1507.0,U,62.341,-109.14,MON,393.0
PC,2023-08-10,314.0,U,62.485,-110.476,FUL,198.0
PC,2023-06-02,0.0,U,48.649,-53.96,FUL,68.0
PC,2023-07-26,0.0,H,48.456,-53.947,FUL,0.0
PC,2023-07-30,600.0,U,68.404,-138.807,MON,411.0
PC,2023-07-14,15.0,N,64.9713,-121.584,MON,194.0
PC,2023-07-14,8126.0,N,66.0041,-121.723,MON,436.0
PC,2023-07-14,15.0,N,64.9713,-121.584,MON,194.0
PC,2023-05-16,24947.0,U,58.637,-114.002,MOD,236.0
PC,2023-05-30,75.0,N,58.733,-111.507,MON,212.0
PC,2023-05-30,118948.0,N,59.217,-113.423,MON,290.0
PC,2023-05-31,20280.0,N,58.117,-112.644,MON,640.0
PC,2023-05-31,100.0,N,58.841,-113.196,MOD,230.0
PC,2023-05-31,83116.0,N,58.96,-113.29,MOD,255.0
PC,2023-06-10,12.0,N,59.484,-111.957,FUL,248.0
PC,2023-07-01,43.0,N,60.466,-113.278,FUL,208.0
PC,2023-07-02,13.0,N,59.835,-112.285,MOD,235.0
PC,2023-07-02,109244.0,N,59.762,-113.908,MON,315.0
PC,2023-07-03,18781.0,N,58.163,-113.442,MON,281.0
PC,2023-05-28,64149.0,N,59.395,-112.452,MOD,301.0
PC,2023-07-03,3.2,N,58.349,-113.676,MON,246.0
PC,2023-07-03,1525.0,N,58.246,-113.774,MON,241.0
PC,2023-07-04,0.5,N,59.991,-113.439,FUL,280.0
PC,2023-07-04,13934.0,N,60.457,-113.851,MON,211.0
PC,2023-07-11,13736.0,N,59.551,-115.511,MON,721.0
PC,2023-07-17,77293.0,N,59.508,-114.258,MON,451.0
PC,2023-07-22,0.5,N,59.082,-112.657,FUL,259.0
PC,2023-07-25,2.3,N,59.48,-111.613,FUL,217.0
PC,2023-07-26,0.3,N,59.342,-111.546,FUL,211.0
PC,2023-08-22,5900.0,N,58.081,-113.237,MON,482.0
PC,2023-05-28,6477.0,N,58.274,-112.839,MON,255.0
PC,2023-09-02,5088.0,N,60.455,-115.6,MON,260.0
PC,2023-09-02,7822.0,N,59.684,-115.298,MON,688.0
PC,2023-05-28,339.0,N,58.384,-112.247,MON,223.0
PC,2023-05-28,19.0,N,59.739,-112.058,FUL,243.0
PC,2023-05-28,9.0,N,59.748,-112.071,FUL,260.0
PC,2023-05-29,348511.0,N,59.675,-112.425,FUL,278.0
PC,2023-05-29,4937.0,N,58.96,-112.99,MOD,238.0
PC,2023-05-29,4218.0,N,58.887,-113.233,MOD,231.0
PC,2023-04-14,100.0,H,49.101,-113.845,FUL,1279.0
PC,2023-04-29,240.0,H,49.079,-113.844,FUL,1288.0
PC,2023-08-03,450.0,N,57.251,-93.463,MON,71.0
QC,2023-01-08,0.0,N,50.305,-66.439,FUL,96.477
QC,2023-04-12,0.0,H,45.602,-72.722,FUL,60.0
QC,2023-05-14,0.3,H,48.777,-78.568,FUL,346.0
QC,2023-05-14,0.0,H,46.466,-72.927,FUL,142.0
QC,2023-05-14,0.0,H,48.903,-68.634,FUL,2.0
QC,2023-05-14,0.5,H,47.014,-71.332,FUL,419.0
QC,2023-05-14,0.4,H,45.807,-73.715,FUL,60.0
QC,2023-05-14,0.0,H,46.243,-74.944,FUL,270.0
QC,2023-05-15,0.3,H,49.166,-68.266,FUL,24.0
QC,2023-05-14,0.1,H,46.133,-73.5,FUL,130.0
QC,2023-05-15,2.4,H,48.147,-69.704,FUL,128.0
QC,2023-05-13,0.1,H,46.896,-72.364,FUL,183.0
QC,2023-04-15,0.1,H,45.603,-70.927,FUL,461.0
QC,2023-05-14,0.1,H,46.425,-71.556,FUL,140.0
QC,2023-05-14,0.1,H,47.633,-69.619,FUL,150.0
QC,2023-05-15,0.6,H,46.401,-75.572,FUL,238.0
QC,2023-05-15,0.2,H,46.06,-74.711,FUL,236.0
QC,2023-05-13,0.2,H,46.401,-71.822,FUL,125.0
QC,2023-05-14,2.3,H,45.291,-73.734,FUL,46.0
QC,2023-05-15,0.0,H,45.845,-74.187,FUL,370.0
QC,2023-05-13,0.2,H,45.077,-73.204,FUL,41.0
QC,2023-05-15,0.1,H,50.213,-66.637,FUL,70.757
QC,2023-05-15,1.7,H,46.065,-76.291,FUL,333.0
QC,2023-04-15,0.3,H,45.851,-76.043,FUL,158.0
QC,2023-05-15,3.3,H,47.027,-79.269,FUL,285.0
QC,2023-05-14,0.0,H,45.3,-71.922,FUL,151.0
QC,2023-05-15,0.2,H,46.059,-70.789,FUL,304.0
QC,2023-05-15,0.0,H,45.587,-75.622,FUL,119.0
QC,2023-05-15,0.1,H,46.254,-70.764,FUL,252.0
QC,2023-05-13,0.1,H,45.649,-75.593,FUL,206.0
QC,2023-05-15,0.1,H,45.645,-75.622,FUL,156.0
QC,2023-05-15,0.2,H,45.6,-75.733,FUL,239.0
QC,2023-05-10,0.0,H,46.871,-72.233,FUL,241.0
QC,2023-05-17,0.0,H,48.269,-67.226,FUL,192.0
QC,2023-04-15,0.4,H,45.605,-70.932,FUL,470.0
QC,2023-05-17,0.1,H,46.964,-71.213,FUL,227.0
QC,2023-05-18,1.0,H,48.749,-72.498,FUL,131.0
QC,2023-05-18,0.1,H,48.158,-77.743,FUL,305.0
QC,2023-05-18,0.2,H,45.907,-75.097,FUL,235.0
QC,2023-05-18,0.0,H,48.777,-78.568,FUL,346.0
QC,2023-05-18,0.0,H,48.091,-77.879,FUL,300.0
QC,2023-05-19,0.0,H,50.301,-66.413,FUL,72.77
QC,2023-05-19,1.1,H,48.017,-66.7,FUL,6.0
QC,2023-05-19,0.3,H,46.454,-76.022,FUL,190.0
QC,2023-05-19,0.0,H,46.799,-76.253,FUL,257.0
QC,2023-04-15,0.4,H,45.608,-70.941,FUL,472.0
QC,2023-05-19,2.2,H,47.863,-69.304,FUL,238.0
QC,2023-05-19,0.5,H,46.508,-72.67,FUL,143.0
QC,2023-05-19,0.2,H,48.406,-67.337,FUL,338.0
QC,2023-05-19,0.4,H,47.78,-72.932,FUL,250.0
QC,2023-05-19,0.1,H,47.395,-72.59,FUL,277.0
QC,2023-05-19,0.2,H,45.571,-75.629,FUL,127.0
QC,2023-05-19,0.1,H,45.966,-71.666,FUL,390.0
QC,2023-05-21,0.1,H,48.179,-78.163,FUL,313.0
QC,2023-05-21,0.8,H,48.646,-79.112,FUL,276.0
QC,2023-05-22,0.0,H,47.566,-78.155,FUL,309.0
QC,2023-04-22,0.2,H,45.299,-71.817,FUL,177.0
QC,2023-05-23,1.9,H,48.908,-72.372,FUL,159.0
QC,2023-05-23,0.1,H,49.282,-68.008,FUL,27.0
QC,2023-05-23,0.0,H,46.494,-72.824,FUL,111.0
QC,2023-05-23,0.1,H,46.086,-72.162,FUL,90.0
QC,2023-05-25,0.0,H,48.67,-78.534,FUL,347.0
QC,2023-05-26,0.1,H,45.968,-74.223,FUL,396.0
QC,2023-05-26,1.2,H,48.786,-79.492,FUL,279.0
QC,2023-05-26,0.0,H,50.147,-66.508,FUL,8.78
QC,2023-05-27,0.0,H,46.807,-71.564,FUL,201.0
QC,2023-05-26,0.0,H,46.885,-72.381,FUL,166.0
QC,2023-04-22,0.1,H,45.321,-72.328,FUL,275.0
QC,2023-05-26,0.0,H,45.464,-74.096,FUL,47.0
QC,2023-05-27,0.1,H,45.084,-72.339,FUL,320.0
QC,2023-05-27,1.0,H,51.396,-78.521,MOD,43.706
QC,2023-05-27,26.8,H,49.734,-74.538,FUL,380.0
QC,2023-05-27,1.5,H,46.0,-71.43,FUL,300.0
QC,2023-05-27,69.1,H,49.049,-75.829,FUL,381.0
QC,2023-05-28,1.7,H,49.055,-68.772,FUL,104.0
QC,2023-05-28,0.1,H,50.293,-66.413,FUL,83.004
QC,2023-05-28,0.1,H,48.411,-71.52,FUL,164.0
QC,2023-05-28,3.1,H,48.607,-71.032,FUL,188.0
QC,2023-04-27,0.5,H,50.287,-64.027,MOD,1.0
QC,2023-05-28,0.0,H,48.501,-71.29,FUL,122.0
QC,2023-05-28,0.1,H,49.118,-68.441,FUL,60.0
QC,2023-05-28,19578.0,H,50.617,-66.008,MOD,52.395
QC,2023-05-28,35.9,H,48.169,-70.872,FUL,328.0
QC,2023-05-28,0.1,H,46.319,-70.531,FUL,367.0
QC,2023-05-28,0.0,H,46.176,-73.535,FUL,310.0
QC,2023-05-28,0.5,H,48.119,-70.836,FUL,362.0
QC,2023-05-28,3.3,H,46.708,-70.347,FUL,502.0
QC,2023-05-28,0.1,H,50.229,-66.537,FUL,31.19
QC,2023-05-28,4.5,H,47.243,-72.832,FUL,221.0
QC,2023-04-28,0.0,H,46.402,-74.982,FUL,256.0
QC,2023-05-27,0.3,H,49.678,-74.382,FUL,392.0
QC,2023-05-28,0.0,H,48.607,-67.667,FUL,190.0
QC,2023-05-29,0.0,H,45.841,-75.919,FUL,142.0
QC,2023-05-29,0.2,H,46.126,-74.588,FUL,210.0
QC,2023-05-28,0.0,H,46.827,-71.794,FUL,130.0
QC,2023-05-28,0.0,H,48.452,-67.219,FUL,269.0
QC,2023-05-29,0.2,H,45.654,-74.678,FUL,166.0
QC,2023-05-29,0.2,H,47.588,-69.595,FUL,201.0
QC,2023-05-29,0.1,H,49.734,-68.593,FUL,118.0
QC,2023-05-29,0.6,H,48.251,-78.979,FUL,300.0
QC,2023-04-29,0.1,H,48.52,-71.493,FUL,161.0
QC,2023-05-29,0.6,H,50.019,-74.216,FUL,406.885
QC,2023-05-29,0.6,H,50.011,-74.218,FUL,410.435
QC,2023-05-29,0.0,H,46.203,-73.499,FUL,219.0
QC,2023-05-29,2.0,H,46.589,-71.328,FUL,120.0
QC,2023-05-30,0.0,H,45.568,-75.655,FUL,121.0
QC,2023-05-29,1.2,H,45.513,-75.771,FUL,102.0
QC,2023-05-30,4.6,H,48.295,-72.012,FUL,284.0
QC,2023-05-30,0.0,H,48.605,-76.629,FUL,428.0
QC,2023-05-28,0.1,H,45.226,-72.345,FUL,240.0
QC,2023-05-30,0.1,H,48.212,-68.523,FUL,176.0
QC,2023-04-08,0.1,H,45.35,-72.649,FUL,140.0
QC,2023-04-28,0.0,H,48.918,-72.051,FUL,149.0
QC,2023-05-30,13.8,H,48.647,-77.633,FUL,314.0
QC,2023-05-30,0.0,H,45.696,-76.204,FUL,199.0
QC,2023-05-30,52.1,H,47.333,-73.778,FUL,394.0
QC,2023-05-30,0.1,H,45.035,-72.454,FUL,166.0
QC,2023-05-30,0.1,H,47.562,-73.326,FUL,302.0
QC,2023-05-30,8.9,H,49.98,-68.716,FUL,393.0
QC,2023-05-31,0.0,H,50.206,-66.359,FUL,18.502
QC,2023-05-29,0.1,H,46.944,-71.38,FUL,169.0
QC,2023-05-31,0.3,H,50.131,-61.809,MOD,0.0
QC,2023-05-31,3.7,H,50.573,-68.914,FUL,470.04
QC,2023-05-01,0.0,H,48.922,-73.18,FUL,349.0
QC,2023-05-28,0.3,H,46.101,-70.908,FUL,303.0
QC,2023-05-31,0.0,H,48.156,-69.668,FUL,68.0
QC,2023-05-31,20.0,N,48.26,-70.42,FUL,259.0
QC,2023-05-31,870.0,H,49.737,-74.994,FUL,369.0
QC,2023-05-31,0.0,H,48.762,-64.454,FUL,15.0
QC,2023-05-31,807.9,H,50.375,-66.384,FUL,253.084
QC,2023-05-31,18.0,H,49.783,-74.485,FUL,389.0
QC,2023-05-31,0.1,H,48.385,-64.748,FUL,17.0
QC,2023-05-27,1080520.0,N,53.051,-75.326,MOD,325.814
QC,2023-05-27,1381.5,N,53.167,-75.268,MON,339.865
QC,2023-04-29,0.0,H,46.42,-73.017,FUL,155.0
QC,2023-06-01,0.0,H,49.76,-74.85,FUL,388.0
QC,2023-06-01,0.0,H,48.743,-71.226,FUL,359.0
QC,2023-06-01,71465.5,N,49.06,-76.128,FUL,380.0
QC,2023-06-01,0.1,N,47.388,-73.147,FUL,400.0
QC,2023-06-01,244.8,N,47.975,-75.278,FUL,422.0
QC,2023-06-01,8459.7,N,48.057,-75.265,FUL,444.0
QC,2023-06-01,1732.3,N,47.991,-75.018,FUL,526.0
QC,2023-06-01,0.1,H,49.741,-74.375,FUL,402.0
QC,2023-06-01,5.1,H,49.677,-74.326,FUL,410.0
QC,2023-06-01,234.8,N,47.696,-74.068,FUL,499.0
QC,2023-05-05,0.6,H,48.2,-77.692,FUL,306.0
QC,2023-06-01,13.3,N,46.831,-72.732,FUL,410.0
QC,2023-05-31,0.3,N,49.551,-75.91,FUL,301.0
QC,2023-06-01,1096.8,N,49.369,-72.067,FUL,267.0
QC,2023-06-01,4933.7,N,49.435,-77.221,FUL,300.0
QC,2023-06-01,0.1,N,49.425,-77.199,FUL,330.0
QC,2023-06-01,10.9,N,49.388,-77.066,FUL,342.0
QC,2023-06-01,6613.8,N,49.378,-72.067,FUL,233.0
QC,2023-06-01,27496.6,N,48.609,-76.636,FUL,420.0
QC,2023-06-01,271.7,N,47.595,-76.599,FUL,369.0
QC,2023-06-01,0.1,N,49.783,-69.542,FUL,409.0
QC,2023-05-05,30.8,H,48.922,-72.053,FUL,148.0
QC,2023-06-01,40.0,N,49.328,-72.393,FUL,320.0
QC,2023-06-01,5.9,N,49.337,-72.404,FUL,332.0
QC,2023-06-01,1.0,N,49.328,-72.414,FUL,329.0
QC,2023-06-01,140.0,N,49.328,-72.42,FUL,316.0
QC,2023-06-01,4.1,N,48.384,-76.632,FUL,372.0
QC,2023-06-01,7427.2,N,48.471,-76.857,FUL,433.0
QC,2023-06-01,0.0,N,47.437,-75.104,FUL,410.0
QC,2023-06-01,2.0,N,47.529,-76.536,FUL,378.0
QC,2023-06-01,7503.0,N,47.914,-75.733,FUL,430.0
QC,2023-06-01,5823.7,N,49.358,-71.049,FUL,506.0
QC,2023-05-06,2.4,H,48.839,-72.145,FUL,130.0
QC,2023-06-01,400.0,N,47.91,-75.772,FUL,429.0
QC,2023-06-01,37.1,N,48.807,-77.301,FUL,313.0
QC,2023-06-01,944.8,N,49.545,-69.733,FUL,564.0
QC,2023-06-01,2.0,N,49.104,-72.165,FUL,230.0
QC,2023-06-01,0.7,N,49.754,-69.551,FUL,419.0
QC,2023-06-01,0.4,N,49.106,-72.176,FUL,230.0
QC,2023-06-01,5872.1,N,49.301,-76.919,FUL,325.0
QC,2023-06-01,68.6,N,49.513,-68.624,FUL,305.0
QC,2023-06-01,2.4,N,48.855,-76.081,FUL,431.0
QC,2023-06-01,0.0,N,49.654,-69.61,FUL,406.0
QC,2023-05-06,5.0,H,48.767,-71.903,FUL,126.0
QC,2023-06-01,3.5,N,48.767,-76.011,FUL,399.0
QC,2023-06-01,14485.8,N,49.506,-69.657,FUL,330.0
QC,2023-06-01,2847.0,N,48.815,-76.034,FUL,430.0
QC,2023-06-01,0.4,N,49.575,-69.746,FUL,427.0
QC,2023-06-01,30.0,N,48.781,-76.176,FUL,461.0
QC,2023-06-01,2885.1,N,49.439,-71.561,FUL,361.0
QC,2023-06-01,63.2,N,48.817,-76.275,FUL,430.0
QC,2023-06-01,0.9,N,49.566,-69.735,FUL,444.0
QC,2023-06-01,11357.8,N,48.513,-76.048,FUL,400.0
QC,2023-06-01,0.0,N,49.499,-69.873,FUL,410.0
QC,2023-05-06,0.2,H,45.703,-74.14,FUL,89.0
QC,2023-06-01,2504.8,N,49.739,-68.635,FUL,242.0
QC,2023-06-01,5788.6,N,50.293,-70.572,FUL,589.995
QC,2023-06-01,16.8,N,47.616,-75.788,FUL,402.0
QC,2023-06-01,0.0,N,48.561,-69.309,FUL,139.0
QC,2023-06-01,87689.4,N,49.508,-75.288,FUL,348.0
QC,2023-06-01,1244.0,N,48.656,-72.868,FUL,489.0
QC,2023-06-01,14.8,N,47.201,-72.784,FUL,426.0
QC,2023-06-01,2897.2,N,49.519,-72.616,FUL,438.0
QC,2023-06-01,0.1,N,48.769,-76.006,FUL,400.0
QC,2023-06-01,1591.1,N,50.749,-70.198,FUL,517.956
QC,2023-05-06,26.9,H,48.028,-66.68,FUL,2.0
QC,2023-06-01,1.6,N,49.004,-79.433,FUL,322.0
QC,2023-06-01,10541.8,N,49.062,-79.358,FUL,354.0
QC,2023-06-01,0.1,N,47.409,-72.579,FUL,353.0
QC,2023-06-01,9954.6,N,49.556,-68.673,FUL,376.0
QC,2023-06-01,4.0,N,49.34,-72.404,FUL,332.0
QC,2023-06-01,0.4,N,47.528,-72.71,FUL,343.0
QC,2023-06-01,5.3,N,49.346,-67.968,FUL,102.0
QC,2023-06-01,2462.4,N,49.458,-72.576,FUL,419.0
QC,2023-06-01,0.0,N,47.615,-76.592,FUL,366.0
QC,2023-06-01,18.8,N,49.427,-76.514,FUL,356.0
QC,2023-05-06,16.8,H,48.035,-66.675,FUL,3.0
QC,2023-06-01,163.1,N,49.38,-72.492,FUL,315.0
QC,2023-06-01,0.1,N,50.069,-72.179,FUL,486.054
QC,2023-06-01,23280.4,N,49.211,-76.344,FUL,347.0
QC,2023-06-01,5.0,N,50.048,-73.625,FUL,433.009
QC,2023-06-01,0.0,N,49.499,-69.589,FUL,518.0
QC,2023-06-01,946.1,N,49.694,-72.585,FUL,463.0
QC,2023-06-01,500.0,N,49.228,-76.557,FUL,330.0
QC,2023-06-01,16434.7,N,48.181,-76.909,FUL,360.0
QC,2023-06-01,0.6,N,49.33,-67.889,FUL,185.0
QC,2023-06-01,5995.9,N,49.289,-72.414,FUL,302.0
QC,2023-04-10,0.4,H,45.219,-74.122,FUL,51.0
QC,2023-05-06,0.4,H,45.698,-72.923,FUL,30.0
QC,2023-06-01,3.0,N,50.527,-74.665,FUL,399.759
QC,2023-06-01,1.0,N,48.842,-72.265,FUL,126.0
QC,2023-06-01,2004.1,N,48.701,-74.139,FUL,476.0
QC,2023-06-01,0.1,N,49.418,-71.259,FUL,365.0
QC,2023-06-01,5456.3,N,48.664,-76.212,FUL,413.0
QC,2023-06-01,1224.4,N,49.724,-72.61,FUL,482.0
QC,2023-06-01,1983.6,N,50.704,-70.732,MON,521.419
QC,2023-06-01,0.0,N,49.464,-76.109,FUL,310.0
QC,2023-06-01,362.1,N,47.005,-73.413,FUL,430.0
QC,2023-06-01,1136.3,N,48.781,-76.287,FUL,409.0
QC,2023-05-07,1.0,H,48.013,-66.743,FUL,9.0
QC,2023-06-01,0.8,N,48.97,-69.144,FUL,278.0
QC,2023-06-01,0.0,N,48.812,-76.269,FUL,412.0
QC,2023-06-01,20391.8,N,49.031,-76.507,FUL,400.0
QC,2023-06-01,0.1,N,48.991,-79.387,FUL,335.0
QC,2023-06-01,101700.0,N,49.556,-76.764,FUL,398.0
QC,2023-06-01,3.5,N,48.801,-77.232,FUL,300.0
QC,2023-06-01,0.1,N,47.582,-73.918,FUL,422.0
QC,2023-06-01,0.0,N,48.047,-76.039,FUL,489.0
QC,2023-06-01,5.9,N,48.477,-73.663,FUL,540.0
QC,2023-06-01,272.7,N,48.786,-74.23,FUL,568.0
QC,2023-05-07,0.6,H,48.285,-70.989,FUL,190.0
QC,2023-06-01,0.0,N,47.529,-76.576,FUL,385.0
QC,2023-06-01,0.3,N,47.533,-76.588,FUL,390.0
QC,2023-06-01,1.0,N,49.282,-74.991,FUL,421.0
QC,2023-06-01,0.1,N,48.05,-72.016,FUL,449.0
QC,2023-06-01,0.0,H,49.741,-74.24,FUL,399.0
QC,2023-06-02,0.4,N,49.371,-77.045,FUL,359.0
QC,2023-06-01,444.3,N,49.66,-69.972,FUL,457.0
QC,2023-06-01,0.1,N,46.953,-74.27,FUL,464.0
QC,2023-06-02,0.0,H,48.772,-64.506,FUL,24.0
QC,2023-06-01,0.1,N,48.851,-70.476,FUL,619.0
QC,2023-05-06,0.0,H,48.365,-76.951,FUL,350.0
QC,2023-06-01,0.0,N,48.915,-74.346,FUL,428.0
QC,2023-06-01,0.0,H,48.838,-64.69,FUL,70.0
QC,2023-06-01,1.0,N,46.048,-74.023,FUL,350.0
QC,2023-05-29,0.1,H,46.068,-72.205,FUL,80.0
QC,2023-06-02,140435.0,N,50.453,-74.131,FUL,452.675
QC,2023-06-01,9.5,N,48.46,-72.868,FUL,467.0
QC,2023-06-01,0.1,N,47.463,-77.251,FUL,357.0
QC,2023-06-02,623.6,N,46.595,-77.361,FUL,291.0
QC,2023-06-01,0.1,N,49.172,-70.831,FUL,534.0
QC,2023-06-01,1913.5,N,48.489,-74.829,FUL,410.0
QC,2023-05-07,0.0,H,45.669,-75.569,FUL,238.0
QC,2023-05-31,0.1,H,46.394,-72.568,FUL,54.0
QC,2023-06-01,0.1,N,48.49,-74.835,FUL,420.0
QC,2023-06-02,0.0,N,48.596,-78.205,FUL,320.0
QC,2023-06-01,0.1,H,45.825,-72.622,FUL,86.0
QC,2023-06-01,277702.0,N,49.122,-76.787,FUL,316.0
QC,2023-06-01,10.0,N,49.101,-76.713,FUL,370.0
QC,2023-06-02,89.0,N,46.84,-76.948,FUL,370.0
QC,2023-06-02,2.3,N,48.726,-79.175,FUL,282.0
QC,2023-06-01,0.0,H,46.6,-74.841,FUL,278.0
QC,2023-06-02,0.0,H,45.676,-76.673,FUL,135.0
QC,2023-05-07,0.0,H,46.822,-75.622,FUL,250.0
QC,2023-05-30,416.8,N,48.139,-75.308,FUL,420.0
QC,2023-06-02,6016.7,N,49.109,-74.619,FUL,420.0
QC,2023-06-01,215.5,N,49.188,-72.082,FUL,224.0
QC,2023-06-01,14178.7,N,49.856,-70.019,FUL,440.0
QC,2023-06-01,0.1,N,47.582,-70.201,FUL,136.0
QC,2023-06-01,52.9,H,53.008,-78.816,MOD,15.208
QC,2023-06-02,0.0,N,48.886,-64.739,FUL,387.0
QC,2023-06-01,212432.0,N,52.896,-73.406,MON,455.644
QC,2023-06-01,0.2,N,46.937,-72.762,FUL,317.0
QC,2023-06-01,342.1,N,46.941,-73.352,FUL,327.0
QC,2023-05-07,0.1,H,47.003,-71.393,FUL,200.0
QC,2023-05-31,229.5,N,47.428,-75.92,FUL,384.0
QC,2023-06-01,1126.0,N,47.13,-73.728,FUL,441.0
QC,2023-06-02,0.0,N,50.141,-67.094,FUL,224.308
QC,2023-06-02,16.2,N,50.168,-73.91,FUL,399.294
QC,2023-06-03,0.4,H,49.744,-77.764,FUL,270.0
QC,2023-06-01,276.0,N,48.398,-74.824,FUL,413.0
QC,2023-06-02,0.1,N,46.03,-74.694,FUL,461.0
QC,2023-06-01,4678.6,N,50.654,-74.151,FUL,400.622
QC,2023-06-02,24152.0,N,50.483,-74.278,FUL,476.221
QC,2023-06-01,24917.1,N,49.169,-75.67,FUL,401.0
QC,2023-05-07,0.1,H,45.234,-72.34,FUL,248.0
QC,2023-06-01,2169.0,N,49.232,-75.311,FUL,378.0
QC,2023-06-02,21467.7,N,49.151,-75.168,FUL,390.0
QC,2023-06-01,2222.0,N,48.782,-75.243,FUL,487.0
QC,2023-06-01,19524.5,N,48.843,-75.103,FUL,470.0
QC,2023-06-01,40.5,N,47.293,-73.619,FUL,417.0
QC,2023-06-01,1699.4,N,49.587,-68.453,FUL,426.0
QC,2023-06-02,29790.2,N,48.904,-75.825,FUL,430.0
