fire_id,lat,lon,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,ELEVATION,distance,TOTAL_RAIN_FLAG,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,ID,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_RAIN,DIRECTION_MAX_GUST_FLAG,LOCAL_DAY,LOCAL_DATE,SNOW_ON_GROUND,PROVINCE_CODE,DIRECTION_MAX_GUST,COOLING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_YEAR,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,SNOW_ON_GROUND_FLAG,TOTAL_SNOW,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,TOTAL_PRECIPITATION
79076,56.5,-99.0,2007-07-03,20.0,NANOOSE BAY SOUTH,MB,56.4,-99.0,282.9,11.11251134744862,,,,,1025377.2007.7.3,,,,0.0,,3.0,2007-07-03 00:00:00,0.0,BC,,,,,,,2007.0,7.0,,,,1025377,,0.0,,,,,0.0
79077,56.916667,-98.483333,2007-07-01,3510.0,MISSI,MB,57.19,-98.1,265.0,38.20078962636002,,,,,5061765.2007.7.1,19.0,,12.3,0.0,,1.0,2007-07-01 00:00:00,0.0,MB,,0.0,,,,,2007.0,7.0,,,15.7,5061765,,0.0,,,2.3,,0.0
79078,56.445833,-99.095,2007-07-01,88000.0,NANOOSE BAY SOUTH,MB,56.4,-99.0,282.9,7.747876182795494,,,,,1025377.2007.7.1,,,,0.0,,1.0,2007-07-01 00:00:00,0.0,BC,,,,,,,2007.0,7.0,,,,1025377,,0.0,,,,,0.0
79079,56.454444,-100.015,2007-07-18,0.2,LEAF RAPIDS,MB,56.28,-100.01,282.0,19.387551874447425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79080,56.659167,-100.285556,2007-07-01,60.0,LEAF RAPIDS,MB,56.28,-100.01,282.0,45.40317903834188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79081,56.677778,-99.544444,2007-07-27,0.1,RUTTAN LAKE,MB,56.37,-99.37,304.8,35.83430533435022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79082,56.453056,-100.1125,2007-08-22,0.1,LEAF RAPIDS,MB,56.28,-100.01,282.0,20.23925940919494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79083,56.6425,-100.751111,2008-06-22,4.0,LYNN LAKE,MB,56.51,-101.02,339.9,22.083747162687068,M,M,,M,5061648.2008.6.22,,M,7.6,,,22.0,2008-06-22 00:00:00,,MB,0.0,,,,E,M,2008.0,6.0,,M,,5061648,,,M,0.0,,,
79084,56.451667,-100.013056,2008-07-03,0.3,LEAF RAPIDS,MB,56.28,-100.01,282.0,19.077442182342143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79085,56.434444,-99.53,2008-07-18,32.0,RUTTAN LAKE,MB,56.37,-99.37,304.8,12.169039394167235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
